subject	session	task	status	action	dest_session	dest_run	raw_path	bold_path	same_task_other_sessions	notes
sub-s10	ses-01	goNogo	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-01/go_nogo_single_task_network__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-01/func/sub-s10_ses-01_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.; - ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-01	nBack	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-01/n_back_single_task_network__fmri_results (4).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-01/func/sub-s10_ses-01_task-nBack_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-01	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-01/func/sub-s10_ses-01_task-rest_run-1_echo-1_bold.nii.gz	ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-02	directedForgetting	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-02/directed_forgetting_single_task_network__fmri_results (4).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-02/func/sub-s10_ses-02_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-02	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-02/func/sub-s10_ses-02_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-02	shapeMatching	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-02/shape_matching_single_task_network__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-02/func/sub-s10_ses-02_task-shapeMatching_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-02	spatialTS	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-02/spatial_task_switching_single_task_network__fmri_results (6).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-02/func/sub-s10_ses-02_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-02	stopSignal	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-02/stop_signal_single_task_network__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-02/func/sub-s10_ses-02_task-stopSignal_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-03	cuedTS	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-03/cued_task_switching_single_task_network__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-03/func/sub-s10_ses-03_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-03	flanker	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-03/flanker_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-03/func/sub-s10_ses-03_task-flanker_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-03	goNogo	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-03/go_nogo_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-03/func/sub-s10_ses-03_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-03	nBack	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-03/n_back_single_task_network__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-03/func/sub-s10_ses-03_task-nBack_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-03	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-03/func/sub-s10_ses-03_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-04	directedForgetting	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-04/directed_forgetting_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-04/func/sub-s10_ses-04_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-04	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-04/func/sub-s10_ses-04_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-04	shapeMatching	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-04/shape_matching_single_task_network__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-04/func/sub-s10_ses-04_task-shapeMatching_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-04	spatialTS	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-04/spatial_task_switching_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-04/func/sub-s10_ses-04_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-04	stopSignal	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-04/stop_signal_single_task_network__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-04/func/sub-s10_ses-04_task-stopSignal_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-05	cuedTS	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-05/cued_task_switching_single_task_network__fmri_results (13).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-05/func/sub-s10_ses-05_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-05	flanker	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-05/flanker_single_task_network__fmri_results (25).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-05/func/sub-s10_ses-05_task-flanker_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-05	goNogo	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-05/go_nogo_single_task_network__fmri_results (14).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-05/func/sub-s10_ses-05_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-05	nBack	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-05/n_back_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-05/func/sub-s10_ses-05_task-nBack_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-05	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-05/func/sub-s10_ses-05_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-06	directedForgetting	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-06/directed_forgetting_single_task_network__fmri_results (13).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-06/func/sub-s10_ses-06_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-06	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-06/func/sub-s10_ses-06_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-06	shapeMatching	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-06/shape_matching_single_task_network__fmri_results (14).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-06/func/sub-s10_ses-06_task-shapeMatching_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-06	spatialTS	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-06/spatial_task_switching_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-06/func/sub-s10_ses-06_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-06	stopSignal	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-06/stop_signal_single_task_network__fmri_results (14).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-06/func/sub-s10_ses-06_task-stopSignal_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-07	cuedTS	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-07/cued_task_switching_single_task_network__fmri_results (20).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-07/func/sub-s10_ses-07_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-07	flanker	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-07/flanker_single_task_network__fmri_results (39).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-07/func/sub-s10_ses-07_task-flanker_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-07	goNogo	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-07/go_nogo_single_task_network__fmri_results (21).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-07/func/sub-s10_ses-07_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-07	nBack	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-07/n_back_single_task_network__fmri_results (22).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-07/func/sub-s10_ses-07_task-nBack_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-07	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-07/func/sub-s10_ses-07_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-08	directedForgetting	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-08/directed_forgetting_single_task_network__fmri_results (21).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-08/func/sub-s10_ses-08_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-08	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-08/func/sub-s10_ses-08_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-08	shapeMatching	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-08/shape_matching_single_task_network__fmri_results (22).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-08/func/sub-s10_ses-08_task-shapeMatching_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-08	spatialTS	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-08/spatial_task_switching_single_task_network__fmri_results (23).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-08/func/sub-s10_ses-08_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-08	stopSignal	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-08/stop_signal_single_task_network__fmri_results (22).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-08/func/sub-s10_ses-08_task-stopSignal_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-09	cuedTS	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-09/cued_task_switching_single_task_network__fmri_results (22).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-09/func/sub-s10_ses-09_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-09	flanker	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-09/flanker_single_task_network__fmri_results (45).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-09/func/sub-s10_ses-09_task-flanker_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-09	goNogo	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-09/go_nogo_single_task_network__fmri_results (24).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-09/func/sub-s10_ses-09_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-09	nBack	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-09/n_back_single_task_network__fmri_results (25).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-09/func/sub-s10_ses-09_task-nBack_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-09	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-09/func/sub-s10_ses-09_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-10	directedForgetting	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-10/directed_forgetting_single_task_network__fmri_results (23).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-10/func/sub-s10_ses-10_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-10	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-10/func/sub-s10_ses-10_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s10	ses-10	shapeMatching	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-10/shape_matching_single_task_network__fmri_results (24).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-10/func/sub-s10_ses-10_task-shapeMatching_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo and 1 shapeMatching.
sub-s10	ses-10	spatialTS	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-10/spatial_task_switching_single_task_network__fmri_results (25).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-10/func/sub-s10_ses-10_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s10	ses-10	stopSignal	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-10/stop_signal_single_task_network__fmri_results (24).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-10/func/sub-s10_ses-10_task-stopSignal_run-1_echo-1_bold.nii.gz		- Has extra stopSignal and flanker.
sub-s10	ses-11	directedForgettingWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-11/directed_forgetting_with_flanker__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-11/func/sub-s10_ses-11_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		
sub-s10	ses-11	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-11/func/sub-s10_ses-11_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-12:bold_only	
sub-s10	ses-11	stopSignalWDirectedForgetting	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-11/stop_signal_with_directed_forgetting__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-11/func/sub-s10_ses-11_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s10	ses-11	stopSignalWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-11/stop_signal_with_flanker__fmri_results (6).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-11/func/sub-s10_ses-11_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
sub-s10	ses-12	directedForgettingWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-12/directed_forgetting_with_flanker__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-12/func/sub-s10_ses-12_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-12	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s10/ses-12/func/sub-s10_ses-12_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only	- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-12	stopSignalWDirectedForgetting	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-12/stop_signal_with_directed_forgetting__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-12/func/sub-s10_ses-12_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s10	ses-12	stopSignalWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s10/ses-12/stop_signal_with_flanker__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s10/ses-12/func/sub-s10_ses-12_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		- ses-01 nBack is exclusions data for some reason, see /oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/exclusions/s180/ses-12/shape_matching_with_cued_task_switching__fmri_results (3).csv
sub-s19	ses-01	cuedTS	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-01/cued_task_switching_single_task_network__fmri_results (2).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-01/func/sub-s19_ses-01_task-cuedTS_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-01	directedForgetting	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-01/directed_forgetting_single_task_network__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-01/func/sub-s19_ses-01_task-directedForgetting_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.; | s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-01	flanker	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-01/flanker_single_task_network__fmri_results.csv	/scratch/users/logben/discovery_bids/sub-s19/ses-01/func/sub-s19_ses-01_task-flanker_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-01	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-01/func/sub-s19_ses-01_task-rest_run-1_echo-1_bold.nii.gz	ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.; - **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-01	stopSignal	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-01/stop_signal_single_task_network__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-01/func/sub-s19_ses-01_task-stopSignal_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-02	goNogo	bold_without_behavioral	irreconcilable				/scratch/users/logben/discovery_bids/sub-s19/ses-02/func/sub-s19_ses-02_task-goNogo_run-1_echo-1_bold.nii.gz	ses-04:matched,ses-06:matched,ses-08:matched,ses-10:matched	- Missing 1 goNogo (per behavioral notes).; | s19 | 02 | goNogo |
sub-s19	ses-02	nBack	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-02/n_back_single_task_network__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-02/func/sub-s19_ses-02_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s19	ses-02	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-02/func/sub-s19_ses-02_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
